Family,Binomial,A (mm^2),N (mm^-2),F (mm^2/mm^2),logA (mm^2),logN (mm^-2),logF (mm^2/mm^2),D (g/cm^3),AbsLat (Degrees),,DATASET VALUES,,,,,,,,
Magnoliaceae,Michelia foveolata,0.001520531,42,0.063862295,-2.818004766,1.62324929,-1.194755475,0.533,21,,,,,,,,,,
Meliaceae,Lovoa trichilioides,0.014313882,9,0.128824934,-1.844242582,0.954242509,-0.890000072,0.531693472,4.238888889,,,,,,,,,,
Meliaceae,Carapa guianensis,0.020862139,8.3,0.185304879,-1.680641171,0.920818754,-0.732113145,0.53,4.608333334,,,,,,,,,,
Boraginaceae,Cordia dentata,0.015393804,8,0.123150432,-1.812654047,0.903089987,-0.90956406,0.53,16.675,,,,,,,,,,
Cornaceae,Cornus disciflora,0.004656626,39,0.181608403,-2.331928668,1.591064607,-0.740864061,0.53,15,,,,,,,,,,
Fabaceae,Enterolobium contortisiliquum,0.031415927,4,0.125663706,-1.502850127,0.602059991,-0.900790136,0.53,,,,,,,,,,,
Theaceae,Eurya nitida,0.001452201,155,0.225091187,-2.837973207,2.190331698,-0.647641509,0.53,,,,,,,,,,,
Rosaceae,Prunus conradinae,0.003318307,56,0.185825205,-2.479083405,1.748188027,-0.730895378,0.53,25,,,,,,,,,,
Bignoniaceae,Tabebuia donnell-smithii,0.009676891,7,0.067738235,-2.014264161,0.84509804,-1.169166121,0.53,,,,,,,,,,,
Betulaceae,Betula pendula,0.000774795,393,0.163281922,-3.110813029,2.59439255,-0.787061896,0.52521,54.19166667,,,,,,,,,,
Betulaceae,Betula pubescens,0.000489543,293.2,0.100869473,-3.310209508,2.467089899,-0.996240246,0.52521,54.64666667,,,,,,,,,,
Fabaceae,Parkia biglobosa,0.018385386,5,0.091926928,-1.735527257,0.698970004,-1.036557253,0.52521,13,,,,,,,,,,
Rosaceae,Sorbus pohuashanensis,0.000856084,221.5,0.189959541,-3.067483621,2.345373731,-0.721338888,0.52521,,,,,,,,,,,
Ericaceae,Dracophyllum longifolium,0.000239546,421.5,0.086495507,-3.620610279,2.624797579,-1.063006451,0.524,41,,,,,,,,,,
Elaeocarpaceae,Elaeocarpus dentatus,0.002290221,48.5,0.194668789,-2.640122599,1.685741739,-0.710703673,0.524,41,,,,,,,,,,
Elaeocarpaceae,Elaeocarpus robustus,0.015836769,12,0.190041223,-1.80033343,1.079181246,-0.721152184,0.523488,23,,,,,,,,,,
Ulmaceae,Aphananthe aspera,0.015393804,8,0.123150432,-1.812654047,0.903089987,-0.90956406,0.52,,,,,,,,,,,
Malvaceae,Ceiba pentandra,0.047143525,3,0.141430574,-1.32657795,0.477121255,-0.849456695,0.52,4.358333334,,,,,,,,,,
Theaceae,Gordonia excelsa,0.007697687,16,0.123162998,-2.113639729,1.204119983,-0.909519747,0.52,,,,,,,,,,,
Aquifoliaceae,Ilex perado,0.00149854,106,0.158845208,-2.824331748,2.025305865,-0.799025883,0.52,28,,,,,,,,,,
Aquifoliaceae,Ilex versteeghii,0.003959192,26,0.102938996,-2.402393421,1.414973348,-0.987420073,0.52,7,,,,,,,,,,
Cornaceae,Mastixia pentandra,0.006221139,35,0.21773986,-2.206130105,1.544068044,-0.662062061,0.52,1,,,,,,,,,,
Fagaceae,Nothofagus solandri,0.001707848,156.5,0.278654556,-2.767550707,2.194514342,-0.554933852,0.52,,,,,,,,,,,
Cunoniaceae,Weinmannia trichosperma,0.001809557,106,0.191813081,-2.742427644,2.025305865,-0.717121779,0.52,38.6,,,,,,,,,,
Betulaceae,Corylus avellana,0.001590431,125,0.127234502,-2.798485091,2.096910013,-0.895395104,0.5166,52,,,,,,,,,,
Moraceae,Morus nigra,0.016060607,33,0.530000032,-1.794238044,1.51851394,-0.275724104,0.5166,,,,,,,,,,,
Rosaceae,Prunus arborea,0.024052819,10,0.240528188,-1.618834021,1,-0.618834021,0.5166,,,,,,,,,,,
Elaeocarpaceae,Aristotelia serrata,0.001520531,79,0.120121937,-2.818004766,1.897627091,-0.920377674,0.515,42.325,,,,,,,,,,
Bignoniaceae,Deplanchea tetraphylla,0.013273229,4,0.053092916,-1.877023414,0.602059991,-1.274963423,0.512295,14,,,,,,,,,,
Sapindaceae,Allophylus cobbe,0.007697687,18,0.138558373,-2.113639729,1.255272505,-0.858367224,0.51,,,,,,,,,,,
Anacardiaceae,Dracontomelon dao,0.031415927,3,0.09424778,-1.502850127,0.477121255,-1.025728873,0.51,15,,,,,,,,,,
Aquifoliaceae,Ilex cymosa,0.007601476,21,0.159630999,-2.119102064,1.322219295,-0.79688277,0.51,7.5,,,,,,,,,,
Lauraceae,Litsea calicaris,0.00453646,13.5,0.068046897,-2.343282934,1.130333768,-1.167191675,0.51,41,,,,,,,,,,
Pittosporaceae,Pittosporum ferrugineum,0.00430084,41,0.176334454,-2.366446679,1.612783857,-0.753662822,0.51,12.09166667,,,,,,,,,,
Rosaceae,Prunus grayana,0.002508954,122,0.305826191,-2.600507226,2.086359831,-0.514525325,0.51,37.125,,,,,,,,,,
Sapindaceae,Sapindus rarak,0.006361725,8,0.050893801,-2.1964251,0.903089987,-1.293335113,0.51,,,,,,,,,,,
Clusiaceae,Calophyllum papuanum,0.024331635,5.5,0.132939321,-1.613828705,0.740362689,-0.876346545,0.50799,6.5,,,,,,,,,,
Bignoniaceae,Jacaranda mimosifolia,0.003413733,31.3,0.10610042,-2.466770435,1.494850022,-0.974282898,0.507,28,,,,,,,,,,
Moraceae,Broussonetia luzonica,0.026880252,6,0.161281513,-1.570566662,0.77815125,-0.792415411,0.5,6,,,,,,,,,,
Theaceae,Eurya acuminata,0.002350697,90,0.172682353,-2.628803402,1.954242509,-0.762752043,0.5,17.5,,,,,,,,,,
Aquifoliaceae,Ilex argentina,0.002463009,69,0.169947596,-2.608534065,1.838849091,-0.769684974,0.5,32,,,,,,,,,,
Aquifoliaceae,Ilex opaca,0.001138827,136,0.154880518,-2.943542116,2.133538908,-0.810003208,0.5,33.14444444,,,,,,,,,,
Ericaceae,Oxydendrum arboreum,0.001233075,151.3,0.181142923,-2.909010466,2.179934598,-0.741978628,0.5,39,,,,,,,,,,
Rosaceae,Prunus polystachya,0.024052819,6,0.144316913,-1.618834021,0.77815125,-0.840682771,0.5,1.35,,,,,,,,,,
Simaroubaceae,Simarouba amara,0.031415927,6.5,0.125663706,-1.502850127,0.812913357,-0.900790136,0.5,9.477777777,,,,,,,,,,
Anacardiaceae,Spondias mombin,0.022698007,6,0.136188042,-1.644012276,0.77815125,-0.865861025,0.5,12,,,,,,,,,,
Sapindaceae,Acer campbellii,0.001963495,34,0.066758844,-2.70697011,1.531478917,-1.175491193,0.49938,28,,,,,,,,,,
Magnoliaceae,Michelia hypolampra,0.004417865,20,0.088357293,-2.354787592,1.301029996,-1.053757596,0.495075,,,,,,,,,,,
Magnoliaceae,Michelia mediocris,0.005026548,27,0.135716803,-2.298730145,1.431363764,-0.86736638,0.495075,,,,,,,,,,,
Burseraceae,Aucoumea klaineana,0.020106193,10,0.20106193,-1.696670153,1,-0.696670153,0.493036716,2.6,,,,,,,,,,
Ericaceae,Rhododendron arboreum,0.000814065,294,0.202651576,-3.089340812,2.46834733,-0.693250015,0.49077,28,,,,,,,,,,
Clusiaceae,Cratoxylum arborescens,0.031415927,7,0.219911486,-1.502850127,0.84509804,-0.657752087,0.49,7.5,,,,,,,,,,
Bignoniaceae,Fernandoa adenophylla,0.008171282,17,0.138911802,-2.087709775,1.230448921,-0.857260854,0.49,,,,,,,,,,,
Aquifoliaceae,Ilex rimbachii,0.003019071,34,0.102648398,-2.52012674,1.531478917,-0.988647823,0.49,1,,,,,,,,,,
Magnoliaceae,Michelia aenea,0.003739281,44,0.164528349,-2.427211937,1.643452676,-0.783759261,0.49,,,,,,,,,,,
Cornaceae,Nyssa javanica,0.006792909,17,0.115479448,-2.167944222,1.230448921,-0.9374953,0.49,7,,,,,,,,,,
Styracaceae,Styrax benzoin,0.005281017,24,0.126744414,-2.277282414,1.380211242,-0.897071172,0.49,,,,,,,,,,,
Symplocaceae,Symplocos reflexa,0.005410608,27,0.146086415,-2.266753934,1.431363764,-0.83539017,0.49,1,,,,,,,,,,
Symplocaceae,Symplocos anomala,0.002042821,138,0.281909246,-2.689769766,2.139879086,-0.54989068,0.489,23.51666667,,,,,,,,,,
Escalloniaceae,Quintinia serrata,0.00082448,96,0.079150039,-3.083820098,1.982271233,-1.101548865,0.488,41,,,,,,,,,,
Cornaceae,Davidia involucrata,0.002123717,85,0.180515914,-2.672903431,1.929418926,-0.743484506,0.485604,25,,,,,,,,,,
Juglandaceae,Engelhardtia spicata,0.008659015,4,0.034636059,-2.06253152,0.602059991,-1.460471529,0.485604,25.5,,,,,,,,,,
Bignoniaceae,Jacaranda micrantha,0.006654679,20,0.133527113,-2.176872912,1.301029996,-0.874430542,0.4816,,,,,,,,,,,
Magnoliaceae,Magnolia grandiflora,0.002290221,90,0.206119894,-2.640122599,1.954242509,-0.68588009,0.4816,,,,,,,,,,,
Anacardiaceae,Anacardium excelsum,0.062537329,3,0.141430574,-1.203860673,0.477121255,-0.849456695,0.48,9.575,,,,,,,,,,
Platanaceae,Platanus orientalis,0.002827433,160,0.452389342,-2.548607618,2.204119983,-0.344487635,0.48,31,,,,,,,,,,
Bignoniaceae,Radermachera gigantea,0.009110619,12,0.184725648,-2.040452129,1.079181246,-0.733472801,0.48,7,,,,,,,,,,
Myristicaceae,Virola surinamensis,0.022698007,4,0.090792028,-1.644012276,0.602059991,-1.041952285,0.48,7.575,,,,,,,,,,
Rutaceae,Zanthoxylum riedelianum,0.004417865,24,0.106028752,-2.354787592,1.380211242,-0.97457635,0.48,20,,,,,,,,,,
Malvaceae,Hibiscus tiliaceus,0.014957123,19,0.34401382,-1.825151946,1.278753601,-0.46342411,0.47355,20,,,,,,,,,,
Rosaceae,Prunus avium,0.001989937,190,0.376501554,-2.701160641,2.278753601,-0.424233227,0.47355,53.38333333,,,,,,,,,,
Theaceae,Adinandra hainanensis,0.002206183,129,0.284597664,-2.656358379,2.11058971,-0.545768669,0.47,19,,,,,,,,,,
Bixaceae,Bixa arborea,0.013273229,6,0.079639374,-1.877023414,0.77815125,-1.098872164,0.47,,,,,,,,,,,
Lecythidaceae,Couroupita guianensis,0.059395736,4,0.237582944,-1.226244731,0.602059991,-0.62418474,0.47,,,,,,,,,,,
Ulmaceae,Gironniera subaequalis,0.012468981,10,0.124689812,-1.904169028,1,-0.904169028,0.47,23.75833334,,,,,,,,,,
Rosaceae,Prunus serotina,0.002290221,92,0.215280778,-2.640122599,1.963787827,-0.666994745,0.47,41,,,,,,,,,,
Dipterocarpaceae,Shorea leprosula,0.047143525,6,0.282861149,-1.32657795,0.77815125,-0.5484267,0.47,12,,,,,,,,,,
Bignoniaceae,Tecoma stans,0.002746537,48,0.114039813,-2.561214486,1.681241237,-0.942943502,0.47,,,,,,,,,,,
Sapindaceae,Aesculus indica,0.001256637,127,0.159592907,-2.900790136,2.103803721,-0.796986415,0.46494,28,,,,,,,,,,
Hamamelidaceae,Liquidambar styraciflua,0.002375829,157.5,0.320736975,-2.62418474,2.197280558,-0.493850971,0.46,32.71666667,,,,,,,,,,
Magnoliaceae,Manglietia fordiana,0.003690193,54.5,0.199905038,-2.432950887,1.736396502,-0.69917626,0.46,,,,,,,,,,,
Cornaceae,Mastixia cuspidata,0.007542964,29,0.218745955,-2.122457967,1.462397998,-0.660059969,0.46,1,,,,,,,,,,
Cornaceae,Nyssa aquatica,0.001885741,90,0.169716689,-2.724517959,1.954242509,-0.770275449,0.46,36.5,,,,,,,,,,
Cornaceae,Nyssa sylvatica,0.002042821,111,0.226753089,-2.689769766,2.045322979,-0.644446788,0.46,36.81111111,,,,,,,,,,
Fabaceae,Pterocarpus officinalis,0.0254469,6,0.152681403,-1.594365108,0.77815125,-0.816213858,0.45,5.216666667,,,,,,,,,,
Bignoniaceae,Radermachera glandulosa,0.006585171,19.5,0.132183689,-2.18143295,1.290034611,-0.878822132,0.45,7,,,,,,,,,,
Acanthaceae,Trichanthera gigantea,0.011309734,4,0.045238934,-1.946547627,0.602059991,-1.344487635,0.45,4,,,,,,,,,,
Staphyleaceae,Huertea glandulosa,0.008332289,11,0.09165518,-2.079235669,1.041392685,-1.037842984,0.447471093,,,,,,,,,,,
Bignoniaceae,Jacaranda copaia,0.032840246,3.8,0.121990203,-1.483593597,0.574031268,-0.913675047,0.444285714,8.708333332,,,,,,,,,,
Cornaceae,Camptotheca acuminata,0.002290221,72,0.164895915,-2.640122599,1.857332496,-0.782790103,0.444276,,,,,,,,,,,
Styracaceae,Melliodendron xylocarpum,0.003216991,55,0.176934498,-2.492550171,1.740362689,-0.752187481,0.443,37,,,,,,,,,,
Theaceae,Adinandra millettii,0.001385442,172,0.238296086,-2.858411538,2.235528447,-0.622883091,0.44,23.51666667,,,,,,,,,,
Euphorbiaceae,Hura crepitans,0.022167078,4,0.088668311,-1.654291555,0.602059991,-1.052231564,0.44,9.15,,,,,,,,,,
Magnoliaceae,Magnolia acuminata,0.00453646,82,0.371989703,-2.343282934,1.913813852,-0.429469082,0.44,,,,,,,,,,,
Cornaceae,Mastixia rostrata,0.004417865,42,0.185550316,-2.354787592,1.62324929,-0.731538301,0.44,1,,,,,,,,,,
Cercidiphyllaceae,Cercidiphyllum japonicum,0.002827433,165,0.466526509,-2.548607618,2.217483944,-0.331123674,0.43911,43.25,,,,,,,,,,
Moraceae,Ficus sycomorus,0.022432542,4.5,0.100813708,-1.649121504,0.653212514,-0.99648041,0.43911,31,,,,,,,,,,
Betulaceae,Alnus nepalensis,0.005217007,21.9,0.114118039,-2.282578556,1.340444115,-0.9426457,0.433083,27.5,,,,,,,,,,
Cornaceae,Alangium chinense,0.01511237,12.5,0.172296722,-1.820667432,1.096910013,-0.763722985,0.432,28,,,,,,,,,,
Apocynaceae,Alstonia angustiloba,0.013478218,5,0.067391089,-1.870367527,0.698970004,-1.171397523,0.43,5.675,,,,,,,,,,
Theaceae,Eurya obovata,0.002827433,95,0.268606172,-2.548607618,1.977723605,-0.570884013,0.43,7,,,,,,,,,,
Magnoliaceae,Manglietia insignis,0.003421194,51,0.174480914,-2.465822248,1.707570176,-0.758252071,0.43,,,,,,,,,,,
Cornaceae,Alangium kurzii,0.010568318,8,0.084546541,-1.97599414,0.903089987,-1.072904153,0.42,,,,,,,,,,,
Rubiaceae,Breonia chinensis,0.014313882,8,0.114511052,-1.844242582,0.903089987,-0.941152595,0.42,4.75,,,,,,,,,,
Crypteroniaceae,Dactylocladus stenostachya,0.031415927,4,0.125663706,-1.502850127,0.602059991,-0.900790136,0.42,1,,,,,,,,,,
Styracaceae,Halesia carolina,0.002375829,96,0.228079627,-2.62418474,1.982271233,-0.641913507,0.42,37,,,,,,,,,,
Moraceae,Broussonetia greveana,0.026880252,8,0.215042017,-1.570566662,0.903089987,-0.667476675,0.417585,19,,,,,,,,,,
Ulmaceae,Trema orientalis,0.014102609,12,0.169231313,-1.850700522,1.079181246,-0.771519276,0.415601096,23,,,,,,,,,,
Araliaceae,Schefflera actinophylla,0.004417865,45,0.19880391,-2.354787592,1.653212514,-0.701575078,0.41328,20.09166667,,,,,,,,,,
Apocynaceae,Alstonia actinophylla,0.008824734,8,0.07059787,-2.054298388,0.903089987,-1.151208401,0.4128,18.25,,,,,,,,,,
Malvaceae,Triplochiton scleroxylon,0.049087385,3,0.147262156,-1.309030101,0.477121255,-0.831908847,0.411054173,3,,,,,,,,,,
Styracaceae,Alniphyllum fortunei,0.002733971,53,0.144900463,-2.563206095,1.72427587,-0.838930226,0.403809,37,,,,,,,,,,
Salicaceae,Populus euphratica,0.002375829,105,0.249462092,-2.62418474,2.021189299,-0.602995441,0.403809,31,,,,,,,,,,
Bignoniaceae,Jacaranda rhombifolia,0.002827433,14,0.039584067,-2.548607618,1.146128036,-1.402479582,0.4,4,,,,,,,,,,
Lecythidaceae,Couroupita subsessilis,0.033006358,3,0.099019073,-1.481402397,0.477121255,-1.004281142,0.39,5,,,,,,,,,,
Cornaceae,Mastixia trichotoma,0.007853982,35,0.274889357,-2.104910119,1.544068044,-0.560842074,0.39,1,,,,,,,,,,
Lythraceae,Sonneratia caseolaris,0.007088218,21,0.148852587,-2.149462908,1.322219295,-0.827243613,0.39,17,,,,,,,,,,
Araliaceae,Schefflera octophylla,0.003318307,69,0.2289632,-2.479083405,1.838849091,-0.640234315,0.388311,22.25833334,,,,,,,,,,
Apocynaceae,Alstonia boonei,0.018385386,5,0.091926928,-1.735527257,0.698970004,-1.036557253,0.38745,,,,,,,,,,,
Apocynaceae,Alstonia congensis,0.013892908,5,0.069464541,-1.857206837,0.698970004,-1.158236832,0.38745,3,,,,,,,,,,
Lythraceae,Duabanga grandiflora,0.023778715,5,0.118893574,-1.623811622,0.698970004,-0.924841618,0.382284,18.33333333,,,,,,,,,,
Malvaceae,Bombacopsis quinata,0.053502108,4,0.214008433,-1.271629104,0.602059991,-0.669569113,0.38,9.575,,,,,,,,,,
Styracaceae,Bruinsmia styracoides,0.01960668,7,0.137246758,-1.707595945,0.84509804,-0.862497905,0.38,37,,,,,,,,,,
Bignoniaceae,Catalpa bignonioides,0.025086926,19,0.152288704,-1.600552545,1.278753601,-0.81733231,0.38,37.4,,,,,,,,,,
Bignoniaceae,Catalpa speciosa,0.006939778,12,0.083277338,-2.158654411,1.079181246,-1.079473165,0.38,41,,,,,,,,,,
Monimiaceae,Laurelia novae-zelandiae,0.002827433,83,0.234676971,-2.548607618,1.919078092,-0.629529525,0.38,,,,,,,,,,,
Anacardiaceae,Rhus taitensis,0.009852035,6,0.059112207,-2.006474073,0.77815125,-1.228322823,0.37,4,,,,,,,,,,
Lythraceae,Duabanga moluccana,0.046913403,5,0.234567015,-1.328703062,0.698970004,-0.629733058,0.36,10,,,,,,,,,,
Aquifoliaceae,Ilex cissoidea,0.00664761,14,0.093066541,-2.177334464,1.146128036,-1.031206428,0.36,5,,,,,,,,,,
Sapindaceae,Acer sterculiaceum,0.002375829,27,0.064147395,-2.62418474,1.431363764,-1.192820975,0.35301,28,,,,,,,,,,
Apocynaceae,Dyera costulata,0.015393804,7,0.107756628,-1.812654047,0.84509804,-0.967556007,0.35,8.333333333,,,,,,,,,,
Bignoniaceae,Jacaranda hesperia,0.013684778,11,0.150532554,-1.863762256,1.041392685,-0.822369571,0.35,4,,,,,,,,,,
Ulmaceae,Trema tomentosa,0.014313882,8,0.114511052,-1.844242582,0.903089987,-0.941152595,0.3444,14.675,,,,,,,,,,
Apocynaceae,Alstonia spatulata,0.008824734,7,0.061773136,-2.054298388,0.84509804,-1.209200348,0.34,4,,,,,,,,,,
Styracaceae,Styrax guyanensis,0.004185387,20,0.083707736,-2.378264398,1.301029996,-1.077234403,0.34,,,,,,,,,,,
Malvaceae,Apeiba glabra,0.021124069,2,0.042248138,-1.675222423,0.301029996,-1.374192427,0.32,,,,,,,,,,,
Myristicaceae,Virola kukachkana,0.022698007,4,0.090792028,-1.644012276,0.602059991,-1.041952285,0.32,,,,,,,,,,,
Styracaceae,Pterostyrax hispidus,0.002463009,105,0.258615907,-2.608534065,2.021189299,-0.587344766,0.314,37,,,,,,,,,,
Datiscaceae,Octomeles moluccana,0.031415927,4,0.125663706,-1.502850127,0.602059991,-0.900790136,0.30135,2.071428571,,,,,,,,,,
Bignoniaceae,Pajanelia longifolia,0.020106193,4,0.080424772,-1.696670153,0.602059991,-1.094610162,0.3,1,,,,,,,,,,
Symplocaceae,Symplocos fasciculata,0.009676891,25,0.241922269,-2.014264161,1.397940009,-0.616324152,0.3,2,,,,,,,,,,
Moraceae,Broussonetia papyrifera,0.022715286,7,0.148919346,-1.643681797,0.84509804,-0.82704888,0.29,18.25,,,,,,,,,,
Burseraceae,Canarium schweinfurtii,0.038013271,4,0.152053084,-1.420064757,0.602059991,-0.818004766,0.29,2,,,,,,,,,,
Fabaceae,Gossweilerodendron balsamiferum,0.013273229,11,0.146005519,-1.877023414,1.041392685,-0.835630729,0.29,3,,,,,,,,,,
Salicaceae,Salix alba,0.004185387,80,0.334830945,-2.378264398,1.903089987,-0.475174411,0.28413,31,,,,,,,,,,
Scrophulariaceae,Paulownia tomentosa,0.033438327,12,0.09424778,-1.475755462,1.079181246,-1.025728873,0.28,,,,,,,,,,,
Euphorbiaceae,Ricinodendron heudelotii,0.059395736,5,0.296978681,-1.226244731,0.698970004,-0.527274727,0.228818336,4.358333334,,,,,,,,,,
Malvaceae,Apeiba tibourbou,0.015836769,3,0.047510306,-1.80033343,0.477121255,-1.323212175,0.2,9.15,,,,,,,,,,
